epoch,acc,val_acc,loss,val_loss
1,0.8347373604774475,0.9679075479507446,0.5822284817695618,0.09744638204574585
2,0.9542780518531799,0.984791100025177,0.1506313681602478,0.0538238063454628
3,0.9673733711242676,0.9883599877357483,0.11018145084381104,0.0379214845597744
4,0.9722797274589539,0.9908033013343811,0.0924847275018692,0.03001498058438301
5,0.9769860506057739,0.9899796843528748,0.07702738791704178,0.03410877287387848
6,0.9797275066375732,0.9915170669555664,0.06721484661102295,0.027206532657146454
7,0.9819042086601257,0.9853401184082031,0.06085379049181938,0.04783869907259941
8,0.9835631847381592,0.9918739199638367,0.05636833235621452,0.024458687752485275
9,0.9852221608161926,0.9946466684341431,0.050035297870635986,0.018233805894851685
10,0.9854456782341003,0.9916543364524841,0.04749085009098053,0.028292691335082054
11,0.9864693284034729,0.9935759902000427,0.04344123229384422,0.022275913506746292
12,0.9886106848716736,0.9958546161651611,0.0388902872800827,0.01685623824596405
13,0.9885048270225525,0.9958820343017578,0.038880426436662674,0.013563972897827625
14,0.9895284175872803,0.9955800771713257,0.03613080084323883,0.016997385770082474
15,0.9892460703849792,0.9948388338088989,0.03587069362401962,0.017256082966923714
16,0.9900343418121338,0.9948114156723022,0.03336857259273529,0.018283551558852196
17,0.9911285638809204,0.9965134859085083,0.029159896075725555,0.013109276071190834
18,0.9917639493942261,0.9961840510368347,0.027226494625210762,0.01515297219157219
19,0.9916462898254395,0.9944545030593872,0.026664236560463905,0.02269207313656807
20,0.9916462898254395,0.9954977035522461,0.02794007770717144,0.014048569835722446
21,0.9921875,0.9959918856620789,0.025971168652176857,0.012729509733617306
22,0.9924110770225525,0.9964860081672668,0.024621762335300446,0.013713138177990913
23,0.9928816556930542,0.9961840510368347,0.02364909090101719,0.013927935622632504
24,0.9920462965965271,0.9962114691734314,0.026265675202012062,0.013011197559535503
25,0.9927993416786194,0.9960193037986755,0.024424567818641663,0.014062591828405857
26,0.9933876395225525,0.9971997737884521,0.022369803860783577,0.010935896076261997
27,0.9936347007751465,0.9968429207801819,0.021025508642196655,0.013284426182508469
28,0.9936111569404602,0.9945368766784668,0.02081449143588543,0.017512038350105286
29,0.9939758777618408,0.9966781735420227,0.019955921918153763,0.013418707065284252
30,0.9944112300872803,0.9970350861549377,0.017973074689507484,0.010501416400074959
31,0.9944465160369873,0.9964860081672668,0.01799948327243328,0.013903689570724964
32,0.9940229654312134,0.9968429207801819,0.020195135846734047,0.011170635931193829
33,0.9947171211242676,0.9978312253952026,0.017131127417087555,0.008817912079393864
34,0.9948583245277405,0.9969252943992615,0.016694586724042892,0.011852356605231762
35,0.9949995279312134,0.9965958595275879,0.01619032397866249,0.011372062377631664
36,0.9948818683624268,0.9960193037986755,0.0169563926756382,0.01377171277999878
37,0.9952465891838074,0.9969252943992615,0.0158714409917593,0.012398762628436089
38,0.9952701330184937,0.9969801902770996,0.0160338394343853,0.011929623782634735
39,0.9951289296150208,0.9972272515296936,0.015939710661768913,0.010139002464711666
40,0.9951054453849792,0.9968429207801819,0.01611807942390442,0.013472342863678932
41,0.9957760572433472,0.9977214336395264,0.01367316022515297,0.009633373469114304
42,0.9953995943069458,0.9978861212730408,0.014797710813581944,0.008143926970660686
43,0.9953877925872803,0.9974743127822876,0.014577914029359818,0.010155356489121914
44,0.9955995678901672,0.9978037476539612,0.014584390446543694,0.00797728169709444
45,0.9956583976745605,0.9967605471611023,0.014484916813671589,0.010262620635330677
46,0.9960466623306274,0.9965683817863464,0.012928666546940804,0.014231206849217415
47,0.9956701993942261,0.9974743127822876,0.014973577111959457,0.00954784918576479
48,0.996305525302887,0.9978037476539612,0.012920928187668324,0.007924571633338928
